ROLL NUMBER,TEACHER,SUBJECT,FEEDBACK_TEXT,teaching,coursecontent,examination,labwork,library_facilities,extracurricular
1728,Ms. Joshi,Mathematics,Exams were fair and well-balanced. Lab sessions helped reinforce theory. The syllabus was well-structured. The teacher was very supportive and helpful.,1,1,1,1,0,0
1729,Ms. Rani,Chemistry,The teacher explains very clearly. Content was outdated.,1,1,0,0,0,0
1730,Dr. Mehta,Mathematics,Exam patterns were predictable and easy. The learning resources were very helpful. Library had enough resources. Loved the cultural and sports events.,0,1,1,0,1,1
1731,Mr. Sharma,Physics,Evaluation was not up to the mark.,0,0,1,0,0,0
1732,Mr. Sharma,Chemistry,Lab work was poorly managed.,0,0,0,1,0,0
1733,Mrs. Das,History,Lab work was poorly managed.,0,0,0,1,0,0
1734,Ms. Rani,Computer Science,Student clubs were very active. Good teaching methods and examples. We faced issues in accessing the digital library.,1,0,0,0,1,1
1735,Dr. Verma,Chemistry,We had hands-on experience every week.,0,0,0,1,0,0
1736,Dr. Verma,Mathematics,Labs were well-equipped and interesting. Good teaching methods and examples. The course covered all essential topics. Loved the cultural and sports events.,1,1,0,1,0,1
1737,Mr. Iyer,Chemistry,Exams were fair and well-balanced. The course covered all essential topics. Loved the cultural and sports events. The concepts were explained in a student-friendly way.,1,1,1,0,0,1
1738,Mrs. Das,English,Evaluation was not up to the mark.,0,0,1,0,0,0
1739,Dr. Mehta,Economics,The syllabus was well-structured.,0,1,0,0,0,0
1740,Dr. Mehta,Computer Science,Continuous assessment was beneficial. There were lots of workshops and events.,0,0,1,0,0,1
1741,Prof. Khan,Economics,Lab sessions helped reinforce theory. The questions in the exam were tricky. Good teaching methods and examples. New books were regularly added.,1,0,1,1,1,0
1742,Prof. Khan,Mathematics,The teacher explains very clearly. Student clubs were very active.,1,0,0,0,0,1
1743,Mrs. Das,Biology,We faced issues in accessing the digital library. Not many extracurricular activities were encouraged. The teacher explains very clearly. The questions in the exam were tricky.,1,0,1,0,1,1
1744,Prof. Khan,Mathematics,The reading space in the library is great.,0,0,0,0,1,0
1745,Dr. Verma,Chemistry,The questions in the exam were tricky. New books were regularly added.,0,0,1,0,1,0
1746,Prof. Khan,Computer Science,The teacher was very supportive and helpful. Exams were fair and well-balanced. Library had enough resources. Great support for extracurriculars.,1,0,1,0,1,1
1747,Mr. Sharma,Physics,Lab work was poorly managed. New books were regularly added. Course material was relevant and engaging. Great support for extracurriculars.,0,1,0,1,1,1
1748,Ms. Rani,Mathematics,Lab sessions helped reinforce theory. The course covered all essential topics. Evaluation was not up to the mark.,0,1,1,1,0,0
1749,Dr. Mehta,Mathematics,Exam patterns were predictable and easy. The teacher encouraged student interaction. We had hands-on experience every week.,1,0,1,1,0,0
1750,Ms. Joshi,Chemistry,Student clubs were very active.,0,0,0,0,0,1
1751,Ms. Joshi,Economics,The teacher encouraged student interaction. Course material was relevant and engaging. We had hands-on experience every week. New books were regularly added.,1,1,0,1,1,0
1752,Dr. Verma,Physics,The teacher was very supportive and helpful. Course material was relevant and engaging. Exam patterns were predictable and easy. Library was not maintained properly.,1,1,1,0,1,0
1753,Mr. Sharma,English,Exam patterns were predictable and easy. The teacher explains very clearly. The reading space in the library is great. We had hands-on experience every week.,1,0,1,1,1,0
1754,Dr. Mehta,Chemistry,Library had enough resources. The questions in the exam were tricky.,0,0,1,0,1,0
1755,Ms. Joshi,Mathematics,The questions in the exam were tricky. The course covered all essential topics. The teacher encouraged student interaction.,1,1,1,0,0,0
1756,Mr. Sharma,Biology,Labs were well-equipped and interesting. We faced issues in accessing the digital library.,0,0,0,1,1,0
1757,Mrs. Das,Mathematics,Lab sessions helped reinforce theory. We faced issues in accessing the digital library. Exam patterns were predictable and easy. The syllabus was well-structured.,0,1,1,1,1,0
1758,Ms. Joshi,Biology,The teacher explains very clearly. Continuous assessment was beneficial. Lab sessions helped reinforce theory.,1,0,1,1,0,0
1759,Mr. Iyer,English,Labs were well-equipped and interesting. The concepts were explained in a student-friendly way. Library was not maintained properly. Not many extracurricular activities were encouraged.,1,0,0,1,1,1
1760,Mr. Iyer,Computer Science,The reading space in the library is great. Content was outdated. We had hands-on experience every week. The teacher encouraged student interaction.,1,1,0,1,1,0
1761,Mr. Iyer,Physics,Lab sessions helped reinforce theory. Good teaching methods and examples. Exams were fair and well-balanced. There were lots of workshops and events.,1,0,1,1,0,1
1762,Dr. Verma,Mathematics,New books were regularly added. Lab work was poorly managed. The teacher encouraged student interaction. Exam patterns were predictable and easy.,1,0,1,1,1,0
1763,Mr. Iyer,Economics,Library was not maintained properly.,0,0,0,0,1,0
1764,Mr. Sharma,Chemistry,Continuous assessment was beneficial.,0,0,1,0,0,0
1765,Mr. Iyer,English,Evaluation was not up to the mark. Loved the cultural and sports events. We had hands-on experience every week. New books were regularly added.,0,0,1,1,1,1
1766,Ms. Joshi,Economics,The concepts were explained in a student-friendly way. Content was outdated.,1,1,0,0,0,0
1767,Prof. Khan,English,Course material was relevant and engaging. Great support for extracurriculars. Exams were fair and well-balanced. We faced issues in accessing the digital library.,0,1,1,0,1,1
1768,Ms. Joshi,Chemistry,The teacher encouraged student interaction. Exam patterns were predictable and easy. Lab work was poorly managed. Course material was relevant and engaging.,1,1,1,1,0,0
1769,Ms. Rani,English,Not many extracurricular activities were encouraged. The teacher was very supportive and helpful. Content was outdated.,1,1,0,0,0,1
1770,Mr. Iyer,English,The teacher explains very clearly.,1,0,0,0,0,0
1771,Mrs. Das,History,Evaluation was not up to the mark. We faced issues in accessing the digital library. There were lots of workshops and events.,0,0,1,0,1,1
1772,Ms. Joshi,Computer Science,Student clubs were very active.,0,0,0,0,0,1
1773,Dr. Verma,Mathematics,The syllabus was well-structured. Continuous assessment was beneficial. Lab assistants were very helpful. Library had enough resources.,0,1,1,1,1,0
1774,Dr. Mehta,Computer Science,Not many extracurricular activities were encouraged. Good teaching methods and examples. Exams were fair and well-balanced.,1,0,1,0,0,1
1775,Prof. Khan,Biology,Labs were well-equipped and interesting. Exams were fair and well-balanced.,0,0,1,1,0,0
1776,Ms. Rani,Chemistry,Evaluation was not up to the mark. The course covered all essential topics.,0,1,1,0,0,0
1777,Dr. Verma,Chemistry,Library was not maintained properly. Loved the cultural and sports events. The teacher explains very clearly. The course covered all essential topics.,1,1,0,0,1,1
1778,Prof. Khan,Economics,Labs were well-equipped and interesting. New books were regularly added.,0,0,0,1,1,0
1779,Dr. Mehta,Biology,Course material was relevant and engaging.,0,1,0,0,0,0
1780,Mr. Sharma,Economics,Labs were well-equipped and interesting. We faced issues in accessing the digital library. Exam patterns were predictable and easy. Course material was relevant and engaging.,0,1,1,1,1,0
1781,Ms. Rani,Biology,Library was not maintained properly. Continuous assessment was beneficial.,0,0,1,0,1,0
1782,Mr. Iyer,Mathematics,New books were regularly added. Exams were fair and well-balanced.,0,0,1,0,1,0
1783,Ms. Joshi,Mathematics,Loved the cultural and sports events. Library was not maintained properly. Content was outdated. Lab sessions helped reinforce theory.,0,1,0,1,1,1
1784,Ms. Joshi,Chemistry,Library had enough resources. Not many extracurricular activities were encouraged. Content was outdated.,0,1,0,0,1,1
1785,Mr. Sharma,History,We faced issues in accessing the digital library. Exam patterns were predictable and easy. Student clubs were very active.,0,0,1,0,1,1
1786,Ms. Joshi,Economics,There were lots of workshops and events.,0,0,0,0,0,1
1787,Mr. Iyer,Mathematics,The questions in the exam were tricky. Lab sessions helped reinforce theory. New books were regularly added. Content was outdated.,0,1,1,1,1,0
1788,Mr. Sharma,Chemistry,Labs were well-equipped and interesting. The teacher was very supportive and helpful. The questions in the exam were tricky. Not many extracurricular activities were encouraged.,1,0,1,1,0,1
1789,Mrs. Das,Physics,New books were regularly added. Not many extracurricular activities were encouraged.,0,0,0,0,1,1
1790,Mrs. Das,English,Loved the cultural and sports events. Lab work was poorly managed.,0,0,0,1,0,1
1791,Prof. Khan,English,The reading space in the library is great. Course material was relevant and engaging. Student clubs were very active.,0,1,0,0,1,1
1792,Mr. Sharma,English,The teacher encouraged student interaction. Content was outdated. Student clubs were very active. Lab assistants were very helpful.,1,1,0,1,0,1
1793,Dr. Mehta,English,Not many extracurricular activities were encouraged. Course material was relevant and engaging.,0,1,0,0,0,1
1794,Mrs. Das,Computer Science,New books were regularly added. Lab work was poorly managed. Exam patterns were predictable and easy. The course covered all essential topics.,0,1,1,1,1,0
1795,Prof. Khan,Mathematics,Lab work was poorly managed. The questions in the exam were tricky. Good teaching methods and examples. There were lots of workshops and events.,1,0,1,1,0,1
1796,Dr. Verma,Economics,Evaluation was not up to the mark. There were lots of workshops and events. Course material was relevant and engaging. Library had enough resources.,0,1,1,0,1,1
1797,Mr. Iyer,English,The syllabus was well-structured. The concepts were explained in a student-friendly way. Great support for extracurriculars. We had hands-on experience every week.,1,1,0,1,0,1
1798,Ms. Joshi,History,The course covered all essential topics. We faced issues in accessing the digital library. There were lots of workshops and events.,0,1,0,0,1,1
1799,Mr. Sharma,Physics,The teacher was very supportive and helpful.,1,0,0,0,0,0
1800,Mr. Sharma,Biology,The syllabus was well-structured. New books were regularly added. Great support for extracurriculars. The questions in the exam were tricky.,0,1,1,0,1,1
1801,Prof. Khan,Mathematics,New books were regularly added. Lab sessions helped reinforce theory.,0,0,0,1,1,0
1802,Mrs. Das,Biology,The teacher encouraged student interaction. Library was not maintained properly.,1,0,0,0,1,0
1803,Prof. Khan,English,Student clubs were very active. Evaluation was not up to the mark. Lab work was poorly managed. We faced issues in accessing the digital library.,0,0,1,1,1,1
1804,Mr. Iyer,Mathematics,The teacher was very supportive and helpful.,1,0,0,0,0,0
1805,Ms. Joshi,Mathematics,The teacher encouraged student interaction. Library was not maintained properly. Course material was relevant and engaging.,1,1,0,0,1,0
1806,Mrs. Das,Computer Science,Library had enough resources. Good teaching methods and examples. Course material was relevant and engaging.,1,1,0,0,1,0
1807,Mr. Iyer,Biology,The course covered all essential topics. The teacher explains very clearly. Student clubs were very active. Lab work was poorly managed.,1,1,0,1,0,1
1808,Prof. Khan,English,Lab assistants were very helpful. The teacher encouraged student interaction.,1,0,0,1,0,0
1809,Dr. Mehta,English,Exam patterns were predictable and easy. The concepts were explained in a student-friendly way. New books were regularly added.,1,0,1,0,1,0
1810,Dr. Mehta,Economics,Lab work was poorly managed. The teacher encouraged student interaction.,1,0,0,1,0,0
1811,Mrs. Das,Physics,Lab sessions helped reinforce theory. There were lots of workshops and events. Exam patterns were predictable and easy. The learning resources were very helpful.,0,1,1,1,0,1
1812,Mr. Sharma,Mathematics,The teacher explains very clearly. The reading space in the library is great.,1,0,0,0,1,0
1813,Mr. Iyer,Economics,There were lots of workshops and events. The learning resources were very helpful. Lab work was poorly managed.,0,1,0,1,0,1
1814,Dr. Verma,Chemistry,The questions in the exam were tricky.,0,0,1,0,0,0
1815,Ms. Rani,Biology,Great support for extracurriculars. We faced issues in accessing the digital library. The teacher was very supportive and helpful. Continuous assessment was beneficial.,1,0,1,0,1,1
1816,Prof. Khan,Computer Science,Exam patterns were predictable and easy. Not many extracurricular activities were encouraged. The learning resources were very helpful.,0,1,1,0,0,1
1817,Mr. Sharma,English,The teacher encouraged student interaction.,1,0,0,0,0,0
